SMED30000044 ASI4B
SMED30029283 TF26
SMED30029272 SC6A1
SMED30029302 RS16
SMED30029269 SMC1A
SMED30029303 SETD4
SMED30029285 GID8
SMED30029297 HTAI2
SMED30029295 LAP4
SMED30029321 ZC4H2
SMED30029316 BEST3
SMED30029314 HSP7A
SMED30029313 TAF15
SMED30029334 ANC2
SMED30029311 ZBED5
SMED30029333 Y3800
SMED30029304 NTH
SMED30029329 CDC45
SMED30029328 MRP1
SMED30029323 GLO2
SMED30029337 UCKL1
SMED30029309 CCD33
SMED30029350 SERC3
SMED30029345 ESTD
SMED30029372 MTHR
SMED30029356 NHL1
SMED30029349 SAHH3
SMED30029353 AGRL3
SMED30029341 TYRO
SMED30029361 KIF3B
SMED30029354 SPOPB
SMED30029373 HTRA2
SMED30029370 G6PI
SMED30029347 SCND3
SMED30029369 YPT6
SMED30029340 GTR1
SMED30029409 PLCA
SMED30029394 DOPR1
SMED30029379 GBRL2
SMED30029401 ACSS3
SMED30029410 PTEN
SMED30029390 DBP4
SMED30029391 WDR59
SMED30029385 ZBED8
SMED30029389 SETMR
SMED30029380 SC24A
SMED30029438 EDEM1
SMED30029424 OTU7B
SMED30029420 YNG2
SMED30029442 LET23
SMED30029443 CR032
SMED30029425 ZBED5
SMED30029432 MYPH
SMED30029423 TIGD4
SMED30029415 VAPB
SMED30029433 BCKD
SMED30029417 PPX1
SMED30029427 HGD
SMED30029426 413R
SMED30029428 COA6
SMED30029473 MIC10
SMED30029480 VDAC2
SMED30029471 VWA2
SMED30029482 RIPL1
SMED30029463 ODF3A
SMED30029457 RT05
SMED30029450 SCOT1
SMED30029474 NMD3A
SMED30029464 P52K
SMED30029501 RLA1
SMED30029491 ODFP2
SMED30029518 SELW
SMED30029508 POLR
SMED30029509 ANK3
SMED30029484 PABP2
SMED30029507 RL12
SMED30029487 FGRL1
SMED30029489 NEK7
SMED30029492 KANK3
SMED30029514 POL2
SMED30029502 IF4EA
SMED30029516 SCND3
SMED30029494 HSP7C
SMED30029488 PLIB
SMED30029500 SERC
SMED30029485 EXC4
SMED30029545 MOB3A
SMED30029526 NMDZ1
SMED30029528 ZN486
SMED30029533 IMT2
SMED30029551 ACBP
SMED30029527 PIMT
SMED30029550 ACAP1
SMED30029553 PDE5
SMED30029543 MYLKB
SMED30029525 EGL4
SMED30029548 NUBPL
SMED30029541 TIGD6
SMED30029542 HSP97
SMED30029538 SCND3
SMED30029539 FAT4
SMED30029555 SRR55
SMED30029546 TEKT3
SMED30029523 SF3B3
SMED30029552 MED4
SMED30029547 SFT2A
SMED30002998 GTD2A
SMED30003001 STA5A
SMED30003020 WAP53
SMED30003011 NPHP1
SMED30002997 GTPBA
SMED30003021 IOLW
SMED30003012 OX1R
SMED30003013 CP237
SMED30002996 VP26B
SMED30003004 HEMH
SMED30002988 BEST2
SMED30029570 AR
SMED30029580 ATL48
SMED30029573 DHDH
SMED30029565 F200B
SMED30029571 CD180
SMED30029587 VATH2
SMED30029568 EPMIP
SMED30029562 SKI2
SMED30029578 YS11
SMED30029563 MCCA
SMED30029596 LPXD
SMED30029620 GT2D2
SMED30029621 CDK1
SMED30029605 ACT6
SMED30029594 UCHL5
SMED30029626 TYR3
SMED30029609 LSM4
SMED30029603 FP1
SMED30029625 S39AE
SMED30029618 TPPC8
SMED30029595 PO21
SMED30029608 ABD12
SMED30029604 EFC11
SMED30029601 CNOT3
SMED30029624 HNRPK
SMED30029619 POL5
SMED30029642 NRSN1
SMED30029652 RLP24
SMED30029629 PKHA8
SMED30029636 ICP0
SMED30029653 TRM13
SMED30029646 LGSN
SMED30029654 ERCC3
SMED30029628 FADS1
SMED30029661 NPR11
SMED30029637 WDFY2
SMED30029663 UBXN6
SMED30029659 AMN1
SMED30029634 KIF15
SMED30029651 CALCR
SMED30029650 ODBB
SMED30029643 GALT9
SMED30029668 KAD5
SMED30029672 TIA1
SMED30029695 PTC1
SMED30029665 AT133
SMED30029664 ZMY11
SMED30029698 CASP7
SMED30029674 MDR1
SMED30029683 ITPR3
SMED30029676 FKBP6
SMED30029667 MUTL
SMED30029689 KCNQ1
SMED30029670 IE61
SMED30029685 GANP
SMED30029694 KLC
SMED30029688 KN14E
SMED30029687 ATOH7
SMED30029677 PCDH9
SMED30029680 XIAP
SMED30029709 GDIB
SMED30029702 UBC9
SMED30029701 ACT1
SMED30029716 PERQ2
SMED30029724 SLIT
SMED30029734 IF2B
SMED30029713 TIGD1
SMED30029727 ZF64A
SMED30029719 RHG20
SMED30029729 NUP1A
SMED30029711 DYDC1
SMED30029726 DYRK2
SMED30029738 UCRI
SMED30029761 LHX5
SMED30029737 CD047
SMED30029750 SEC23
SMED30029757 S26A5
SMED30029752 UBP27
SMED30029759 PRDX4
SMED30029749 XERIC
SMED30029746 ZNFX1
SMED30029767 MRC1
SMED30029770 ABCF2
SMED30029766 NMUR2
SMED30029763 H1G
SMED30029755 S4A11
SMED30029768 PABP4
SMED30029805 KI26A
SMED30029780 EGR4
SMED30029784 KMT2A
SMED30029791 TMED2
SMED30029792 UBIQP
SMED30029781 CALL5
SMED30029775 CD63
SMED30029798 RM22
SMED30029806 CIA30
SMED30029797 CDYL2
SMED30029802 MKS1
SMED30029803 NOC2L
SMED30029786 USF2
SMED30029772 AT5SL
SMED30029834 GLB
SMED30029829 DOK6
SMED30029824 FUCL3
SMED30029843 H3
SMED30029832 U520
SMED30029825 ANK3
SMED30029828 TIGD7
SMED30029822 ACH1
SMED30029841 MED6
SMED30029811 ROR1
SMED30029809 UBX11
SMED30029813 NOLG
SMED30029808 UBXN7
SMED30029821 RN150
SMED30029814 S17A5
SMED30029837 POLR
SMED30029820 MIB2
SMED30029823 SVOPL
SMED30029874 F200B
SMED30029878 GPR18
SMED30029861 SCAP
SMED30029876 RMIL
SMED30029869 GALT9
SMED30029855 HNRPF
SMED30029851 cytoskeletal
SMED30029864 SPI1
SMED30029856 LACH
SMED30029873 EGR1
SMED30029849 NCKX6
SMED30029847 SF3B1
SMED30029877 TIAR
SMED30029871 TBA1
SMED30029852 TRFR
SMED30029865 PO21
SMED30029880 TIGD1
SMED30029911 YO61
SMED30029903 ACT
SMED30029894 AMID
SMED30029887 NPYR
SMED30029912 GPKOW
SMED30029902 PRKC
SMED30029890 PLCB4
SMED30029882 TRAF6
SMED30029899 ADT3
SMED30029888 HINFP
SMED30029901 FMAR
SMED30029905 VDAC1
SMED30029897 POL3
SMED30029886 POP5
SMED30003024 CAV3
SMED30003038 ZMYM1
SMED30003033 DHTK1
SMED30003035 TRAF6
SMED30003056 BET1
SMED30003025 XIAP
SMED30003058 CAH2
SMED30003041 ACT
SMED30003027 PRKX
SMED30003048 KSYK
SMED30003052 SSR1
SMED30003057 MMP19
SMED30003034 GRIK4
SMED30003051 SURF6
SMED30003054 GPSM2
SMED30003047 LRC71
SMED30003050 P2RX4
SMED30003042 NHR1
SMED30003028 TBC24
SMED30003044 CALUA
SMED30003053 PLCC
SMED30029947 SRP72
SMED30029938 ZMYM5
SMED30029923 PHOR
SMED30029930 ARAP1
SMED30029936 ZNT10
SMED30029919 LMX1A
SMED30029942 SAT2
SMED30029924 ADA10
SMED30029935 HSP7A
SMED30029928 F200B
SMED30029932 TASOR
SMED30029943 ARX
SMED30029957 DUSTY
SMED30029973 RIR1
SMED30029985 ATR
SMED30029968 EAF1
SMED30029978 TRIP4
SMED30029980 DUT
SMED30029981 MRP1
SMED30029977 POL4
SMED30029979 RBBP5
SMED30029970 TBC19
SMED30029974 TRAF6
SMED30029971 SRP54
SMED30030021 GTD2B
SMED30030013 RAN
SMED30030005 SFT2
SMED30030008 large
SMED30030004 HSP83
SMED30030020 PGBD4
SMED30030018 SIX6
SMED30030014 LARP1
SMED30029998 POL2
SMED30030015 ANPRB
SMED30030006 FANCM
SMED30030017 PKHG6
SMED30030002 ADPPT
SMED30030007 CROCC
SMED30029990 PGBD4
SMED30030038 DDX43
SMED30030056 NISCH
SMED30030050 RCL1
SMED30030043 ZBED5
SMED30030028 FRIS
SMED30030055 PCDH9
SMED30030059 GRIA1
SMED30030054 CE128
SMED30030034 ARLY
SMED30030046 FBSP1
SMED30030042 MBL
SMED30030033 FMAR
SMED30030057 GLB
SMED30030025 SNG2
SMED30030032 K1586
SMED30030074 SMAD4
SMED30030069 CEP41
SMED30030090 MIP
SMED30030082 JERKL
SMED30030061 S2535
SMED30030066 PPM1D
SMED30030065 PAQR3
SMED30030070 CANB
SMED30030092 SPR
SMED30030095 CCD87
SMED30030077 GHITM
SMED30030063 GRP78
SMED30030060 GMPAA
SMED30030124 PO22
SMED30030096 PHRF1
SMED30030118 ANR46
SMED30030120 KCNB1
SMED30030128 LSD1
SMED30030107 MTA3
SMED30030122 INSM1
SMED30030117 ELIC
SMED30030127 AR11
SMED30030113 EXOC4
SMED30030109 ASI4A
SMED30030098 TCAF2
SMED30030126 CNTP2
SMED30030102 TAB1
SMED30030105 TBA2
SMED30030115 DDX3Y
SMED30030130 CDK20
SMED30030137 POLR
SMED30030166 GTD2A
SMED30030162 GABP2
SMED30030139 EEPD1
SMED30030157 ZDHC4
SMED30030146 F200B
SMED30030133 RFOX1
SMED30030135 FIGL1
SMED30030134 S35D1
SMED30030151 TCPZ
SMED30030132 SCYL2
SMED30030167 TSN5
SMED30030138 ACT10
SMED30030149 SPG7
SMED30030200 NPC1
SMED30030175 DIRA2
SMED30030180 ASIC1
SMED30030174 MET13
SMED30030198 LBR
SMED30030169 M3K3
SMED30030173 TRAF6
SMED30030202 SHLB1
SMED30030178 AR
SMED30030168 FBN2
SMED30030189 WDR55
SMED30030170 PI16
SMED30030187 SDE2
SMED30030220 HFM1
SMED30030233 LRC58
SMED30030235 YDJC
SMED30030239 EF2
SMED30030225 TRPV6
SMED30030211 SETMR
SMED30030208 LORF2
SMED30030231 MYLKG
SMED30030230 HINT
SMED30030209 PDE1B
SMED30030234 TBA2
SMED30030214 UGPA
SMED30030217 CCD42
SMED30030236 TIGD1
SMED30030229 CBLB
SMED30030227 FLOT2
SMED30030263 SUN2
SMED30030242 KISHA
SMED30030240 FRIS
SMED30030253 CAC1D
SMED30030265 STOX1
SMED30030244 YI31B
SMED30030275 T2FB
SMED30030255 FETP
SMED30030268 WDR31
SMED30030267 HXK
SMED30030245 TRAF6
SMED30030266 POL4
SMED30030251 TBA
SMED30030270 PSB1A
SMED30030252 POL4
SMED30003086 SAR1A
SMED30003084 CFA45
SMED30003062 PABP4
SMED30003094 CIC
SMED30003082 XRN4
SMED30003066 NEK9
SMED30003072 EAPP
SMED30003061 EX7L
SMED30003080 TF29
SMED30003095 PRC1
SMED30003060 LRR
SMED30003088 HMUT
SMED30003067 ZBED5
SMED30003073 CC162
SMED30003063 ZBED8
SMED30003068 PP1R7
SMED30003090 HINT2
SMED30003087 FUCTA
SMED30030308 YMD2
SMED30030286 TC1D2
SMED30030283 ANK1
SMED30030297 HASP
SMED30030290 F200B
SMED30030289 ACT2
SMED30030287 PP2BA
SMED30030278 HELZ2
SMED30030303 TMM8B
SMED30030300 ZMYM5
SMED30030306 ABCG2
SMED30030299 TM231
SMED30030295 TDX2
SMED30030301 NKRF
SMED30030281 CC169
SMED30030305 CBPA2
SMED30030291 TIGD1
SMED30030292 CP1A1
SMED30030277 SETMR
SMED30030319 TCHP
SMED30030345 SRBD1
SMED30030317 TPD52
SMED30030321 RUSD4
SMED30030325 GTD2A
SMED30030329 SURF4
SMED30030342 RBM25
SMED30030335 SCND3
SMED30030320 LRWD1
SMED30030346 RGS8
SMED30030334 PCDBE
SMED30030330 BOK
SMED30030316 STPG1
SMED30030323 PNPH
SMED30030361 T38BA
SMED30030381 BCD1
SMED30030378 YHJX
SMED30030360 CA2D3
SMED30030352 ZASP
SMED30030377 GALT5
SMED30030379 P3F3A
SMED30030355 HXCR
SMED30030354 PI42C
SMED30030382 IR3IP
SMED30030357 HMT1
SMED30030368 PLK1
SMED30030353 PTH1R
SMED30030364 KAPCB
SMED30030383 MAX2
SMED30030348 BDLP
SMED30030374 RGS17
SMED30030365 F161A
SMED30030389 TPM
SMED30030390 S39AD
SMED30030401 SC6A4
SMED30030404 SYEP
SMED30030392 ZBED5
SMED30030397 POGK
SMED30030407 LIPG
SMED30030415 ERAP2
SMED30030402 LGRD
SMED30030406 RN19A
SMED30030434 EFCB1
SMED30030448 DUS10
SMED30030427 VAPA
SMED30030433 ZBED5
SMED30030435 SRSF4
SMED30030425 UBP7
SMED30030431 RU17
SMED30030437 PAXT1
SMED30030436 PTN9
SMED30030452 TEKT3
SMED30030428 MYLKA
SMED30030421 MPEG1
SMED30030438 PWP2
SMED30030450 CENPS
SMED30030468 LIPS
SMED30030467 RXRG
SMED30030487 OP1S2
SMED30030472 AEBP2
SMED30030460 SMRD1
SMED30030458 GSKIP
SMED30030477 FKBP4
SMED30030485 ISCU
SMED30030475 ADA10
SMED30030469 INX19
SMED30030462 PIGA
SMED30030481 KPYM
SMED30030482 PTPRJ
SMED30030466 NOP2
SMED30030480 CTDSL
SMED30030511 PKNX1
SMED30030506 UBCD4
SMED30030518 GNL3
SMED30030507 GRIA2
SMED30030504 IRX6
SMED30030505 LMX1A
SMED30030497 OX2R
SMED30030516 MYEF2
SMED30030512 OPSD
SMED30030526 ERIP6
SMED30030501 CHMP3
SMED30030513 TIGD6
SMED30030522 CYTSA
SMED30030499 CX058
SMED30030502 POL4
SMED30030550 M3K4
SMED30030553 MOS1T
SMED30030541 PGBD3
SMED30030544 STRAP
SMED30030532 NMD3A
SMED30030557 TMC5
SMED30030562 NU205
SMED30030531 RECG
SMED30030534 cytoplasmic
SMED30030535 ZMYM1
SMED30030539 CLN3
SMED30030543 H2AZ
SMED30030542 DYL2
SMED30030528 RINT1
SMED30030575 PHP
SMED30030570 GLRK
SMED30030586 NTCP2
SMED30030597 YPC2
SMED30030594 OPSD
SMED30030589 TRM7
SMED30030587 LICD
SMED30030585 KN14I
SMED30030584 SENP8
SMED30030580 UBP34
SMED30030572 YMD3
SMED30030571 IRTA
SMED30030592 HNF6
SMED30030576 ANFY1
SMED30030583 KCMB2
SMED30030581 MYG1
SMED30030566 DEFI8
SMED30030565 M860
SMED30030624 STK4
SMED30030621 RGS6
SMED30030635 HYCCI
SMED30030632 SCAI
SMED30030629 PBP2
SMED30030630 NR2E3
SMED30030622 MRP1
SMED30030634 F184A
SMED30030620 2AAA
SMED30030613 PUR1
SMED30003117 PTRO
SMED30003109 P2RY1
SMED30003124 PIEZO
SMED30003119 UBQ9
SMED30003125 GT2D2
SMED30003096 MGLL
SMED30003126 ZBED8
SMED30003102 DEND3
SMED30003121 TRPA1
SMED30003110 LRC4B
SMED30003101 GLMU
SMED30003098 FBXW7
SMED30030655 FANK1
SMED30030659 DYSF
SMED30030667 SVOPL
SMED30030654 PANK4
SMED30030668 MRCK
SMED30030652 LDB3
SMED30030642 CP2U1
SMED30030638 ARBK2
SMED30030643 MMAD
SMED30030651 AQP3
SMED30030666 CHDH
SMED30030648 APT1
SMED30030649 CIPKI
SMED30030664 PCGF3
SMED30030647 POL3
SMED30030650 PRS6B
SMED30030670 MLP3C
SMED30030653 ANK1
SMED30030687 THYG
SMED30030679 ELOV7
SMED30030680 CDC5L
SMED30030676 OX2R
SMED30030699 EPHA4
SMED30030698 DLG1
SMED30030691 CDV3
SMED30030706 TF2B
SMED30030693 MUTS
SMED30030696 TDG
SMED30030688 SH3G1
SMED30030716 RNH2A
SMED30030735 COG5
SMED30030710 TRAF2
SMED30030738 F102B
SMED30030725 MTMR3
SMED30030740 TRAF2
SMED30030743 PISD
SMED30030736 NTF2
SMED30030742 KLHL2
SMED30030724 NUMB
SMED30030741 PGBD4
SMED30030734 SYB
SMED30030714 ZN521
SMED30030717 GUAA
SMED30030711 MDN1
SMED30030721 STK19
SMED30030720 TRM44
SMED30030726 VPS35
SMED30030752 TRI56
SMED30030779 PSMD1
SMED30030776 GCS23
SMED30030764 CQ10B
SMED30030773 DDX17
SMED30030753 TIGD2
SMED30030765 EI2BE
SMED30030755 SUGP1
SMED30030763 EM13
SMED30030775 NGLY1
SMED30030745 XPR1
SMED30030758 GRC3
SMED30030751 FGFR1
SMED30030766 YBOXH
SMED30030750 ZDH24
SMED30030811 CL066
SMED30030784 CP2CU
SMED30030800 F200A
SMED30030803 MCA3B
SMED30030808 GTD2A
SMED30030781 DDR2
SMED30030785 CEG1A
SMED30030810 MEMO1
SMED30030789 PBX4
SMED30030815 AUHM
SMED30030786 YL093
SMED30030809 KCNN2
SMED30030796 MICU3
SMED30030787 GNRHR
SMED30030793 RN148
SMED30030832 KN14K
SMED30030839 GLC7B
SMED30030818 HNRPK
SMED30030845 AFAD
SMED30030843 GLUCL
SMED30030840 EMC4
SMED30030829 YBOXH
SMED30030822 AK17A
SMED30030824 EPN4
SMED30030821 DRG2
SMED30030828 PLPL9
SMED30030844 RHC1A
SMED30030837 CD022
SMED30030825 TTC19
SMED30030833 TINC
SMED30030838 YLAT2
SMED30030835 MARH1
SMED30030875 F26
SMED30030878 PCDH9
SMED30030854 RPAB5
SMED30030879 YG31B
SMED30030865 TRA1
SMED30030857 YN93
SMED30030886 NFT1
SMED30030871 DYR1B
SMED30030864 S47A1
SMED30030870 ECEL1
SMED30030866 GCM
SMED30030860 WDR1
SMED30030916 GTD2A
SMED30030894 DCP2
SMED30030893 UBP2
SMED30030888 LDB1
SMED30030902 ZN598
SMED30030891 DEGS1
SMED30030892 IF172
SMED30030908 RL27
SMED30030898 RNF41
SMED30030903 SYVN1
SMED30030914 RL40
SMED30030919 TRAF5
SMED30030895 INP5E
SMED30030905 NCK2
SMED30030946 MCM7
SMED30030947 F200B
SMED30030927 2A5D
SMED30030926 IMT1
SMED30030952 LITAF
SMED30030934 TRAF2
SMED30030944 ASIC5
SMED30030939 DYH10
SMED30030933 NUOG
SMED30030948 THB
SMED30030966 ZFR
SMED30030992 ENTP5
SMED30030984 OXLT
SMED30030991 S13A1
SMED30030993 TBA
SMED30030988 TCPQ
SMED30030990 PIGB
SMED30030961 POL2
SMED30030972 MCE1
SMED30030971 PROP
SMED30030980 SKP1
SMED30030983 DYHC
SMED30003165 YME1
SMED30003146 KAD
SMED30003134 ATGA1
SMED30003156 S15A2
SMED30003132 Y381
SMED30003166 S4A11
SMED30003152 CRYL1
SMED30003143 ATL73
SMED30003161 TIGD4
SMED30003140 AT11B
SMED30003162 CAF1B
SMED30003139 CDC27
SMED30003138 ADA
SMED30003155 MTSS1
SMED30003154 TOLL
SMED30003163 DCUP
SMED30003142 TMX3
SMED30031031 BND7A
SMED30031010 RBMS1
SMED30031014 CPT1A
SMED30031000 BOLA3
SMED30031019 VPS8
SMED30031028 GBB
SMED30031007 P2C69
SMED30031018 TPPC1
SMED30031006 PLPR5
SMED30031005 LEXM
SMED30031015 DOCK8
SMED30031029 TNIK
SMED30031023 TTC25
SMED30031011 ANK3
SMED30031065 TSN11
SMED30031067 TF28
SMED30031041 MGLL
SMED30031056 ZN333
SMED30031043 PGBD4
SMED30031046 DCP2
SMED30031045 AWH
SMED30031047 KCNN
SMED30031032 ROCK1
SMED30031050 BND7A
SMED30031061 NUCB1
SMED30031036 U2AF4
SMED30031049 MFSD8
SMED30031044 NEC1
SMED30031058 GALR2
SMED30031071 DRG1
SMED30031100 CNN1
SMED30031089 RS12
SMED30031099 UNC9
SMED30031091 INHBE
SMED30031082 MTR1A
SMED30031079 LMLN
SMED30031075 TBP
SMED30031070 GALR2
SMED30031086 ZCHC4
SMED30031103 SVOP
SMED30031096 AKT1
SMED30031087 GRM3
SMED30031073 DDX6
SMED30031090 COQ4
SMED30031080 GRP33
SMED30031139 FAM21
SMED30031111 HEXP
SMED30031138 ROA2
SMED30031132 NPF
SMED30031134 S13A3
SMED30031112 CELA1
SMED30031133 CY1
SMED30031128 TMX1
SMED30031110 HM17
SMED30031137 K1586
SMED30031136 HHAT
SMED30031126 FXRD2
SMED30031106 KS6B1
SMED30031118 TIGD2
SMED30031122 AGUA
SMED30031131 RHG22
SMED30031173 POL2
SMED30031148 IF5
SMED30031166 Y9801
SMED30031150 ZFY26
SMED30031143 DLRB1
SMED30031169 CUL4A
SMED30031142 SHK2
SMED30031172 YI31B
SMED30031163 TBA2
SMED30031147 ACSS3
SMED30031140 DPOM
SMED30031165 TRAF2
SMED30031167 CAP1
SMED30031151 ANP1
SMED30031141 TTLL6
SMED30031155 THIO2
SMED30031144 DLLC
SMED30031154 DHDDS
SMED30031158 EHBP1
SMED30031156 DNJC7
SMED30031159 ACHA4
SMED30031203 TAF5
SMED30031200 YG31B
SMED30031186 CND3
SMED30031201 PXDN
SMED30031188 KC1A
SMED30031206 ANK2
SMED30031199 ARRB
SMED30031183 SBSPO
SMED30031182 SL9A1
SMED30031208 MOS1T
SMED30031209 CRCM1
SMED30031197 TAU
SMED30031184 SYFB
SMED30031216 OSBP2
SMED30031235 TBA2
SMED30031237 ZBT41
SMED30031228 RUVA
SMED30031245 S41A1
SMED30031238 FRK
SMED30031218 IWS1
SMED30031242 UNC9
SMED30031236 CYHR1
SMED30031239 TRAF6
SMED30031217 REV3L
SMED30031247 POL3
SMED30031226 OVCH1
SMED30031212 ANRA2
SMED30031219 DLEC1
SMED30031273 YHJX
SMED30031264 ALKB4
SMED30031254 URK1
SMED30031282 KAPR
SMED30031265 SCRB2
SMED30031266 TRAF2
SMED30031270 UFL1
SMED30031263 POL4
SMED30031259 SH3L3
SMED30031268 PQLC1
SMED30031256 WNT4
SMED30031274 DYRK2
SMED30031277 DCLK1
SMED30031262 CTDP1
SMED30031275 PGBD4
SMED30031280 TM104
SMED30031303 YDFG
SMED30031287 CYSP2
SMED30031313 PC11X
SMED30031301 SPRY7
SMED30031309 MDM1
SMED30031290 SCNNB
SMED30031319 HOIL1
SMED30031316 FADS1
SMED30031291 POL3
SMED30031297 RTN4
SMED30031288 SMG7
SMED30031314 MED19
SMED30031315 YUY1
SMED30031292 SGF29
SMED30031300 RAP2C
SMED30031305 CAV3
SMED30031335 S26A3
SMED30031345 ODPA
SMED30031351 GATA3
SMED30031332 RWDD4
SMED30031320 ASPG
SMED30031328 CTR1
SMED30031338 CHERP
SMED30031336 MSI1H
SMED30031333 JIP3
SMED30031343 TM230
SMED30031329 PTN20
SMED30031331 TDG
SMED30031347 ABCF3
SMED30031354 ATP5J
SMED30031348 GPAA1
SMED30031321 WNT4
SMED30031353 EDRF1
SMED30031339 ACT10
SMED30031337 BIRC8
SMED30031355 TM50B
SMED30003177 BBS2
SMED30003189 RBBP6
SMED30003202 IF4A
SMED30003181 POL2
SMED30003172 PURA
SMED30003183 Y1101
SMED30003199 DYH1A
SMED30003195 PO21
SMED30003176 RS2
SMED30003196 ADK1
SMED30003171 MF14A
SMED30031390 EF2
SMED30031375 VTA1
SMED30031374 PABP1
SMED30031373 DYR1B
SMED30031359 FOLR2
SMED30031378 RIOK2
SMED30031361 LRC4B
SMED30031380 POGZ
SMED30031357 GRIA3
SMED30031387 DHX40
SMED30031389 CALX
SMED30031366 JPH3
SMED30031383 DSCR3
SMED30031382 GRHPR
SMED30031370 PAR1
SMED30031403 KAPR
SMED30031407 CHC10
SMED30031413 F219A
SMED30031417 AMNLS
SMED30031427 CHM1A
SMED30031394 NOGG2
SMED30031416 TRF
SMED30031423 ATP5L
SMED30031420 ZC3HE
SMED30031395 ZMYM5
SMED30031392 GDT4
SMED30031408 NWD1
SMED30031425 HXD12
SMED30031418 ROR2
SMED30031411 PACRG
SMED30031446 NGEF
SMED30031428 COMD7
SMED30031454 NCBP3
SMED30031434 FRMD1
SMED30031438 SODC
SMED30031451 KDM4B
SMED30031458 and
SMED30031436 POL3
SMED30031445 ZN474
SMED30031447 1433B
SMED30031461 MORN1
SMED30031460 POL5
SMED30031443 SAP9
SMED30031450 MB12B
SMED30031439 QVR
SMED30031437 RHDF1
SMED30031442 PCDH1
SMED30031444 NCAM1
SMED30031463 DDX4
SMED30031473 14331
SMED30031480 CSH1
SMED30031485 LOXH1
SMED30031484 SKR1B
SMED30031477 ORC3
SMED30031490 AMN1
SMED30031489 SCND3
SMED30031493 SHEP
SMED30031468 PCCA
SMED30031498 SETMR
SMED30031496 LZTL1
SMED30031491 ARMC4
SMED30031474 YOW5
SMED30031464 XRP2
SMED30031511 ACAD9
SMED30031520 Y1388
SMED30031500 UAP1L
SMED30031503 YI31B
SMED30031523 SETMR
SMED30031531 AP1G1
SMED30031525 CLAT
SMED30031509 ASM3B
SMED30031514 cytoplasmic
SMED30031530 PGBD4
SMED30031512 RS21
SMED30031501 WDR81
SMED30031515 PGPS1
SMED30031507 ZN333
SMED30031519 FYN
SMED30031547 SL9B2
SMED30031554 PP1RB
SMED30031550 PLDX1
SMED30031555 ASTL
SMED30031557 FGFR3
SMED30031538 ALG1
SMED30031558 TM189
SMED30031551 RNF10
SMED30031552 BIR7A
SMED30031564 RHG05
SMED30031571 KAD8
SMED30031537 RNF14
SMED30031568 C13AA
SMED30031539 ORC4
SMED30031536 POL3
SMED30031544 LIFR
SMED30031567 NHP2
SMED30031546 MYDGF
SMED30031577 MITD1
SMED30031580 CCNG2
SMED30031583 NOVA1
SMED30031593 STML1
SMED30031592 CYSI
SMED30031599 SMYD2
SMED30031607 SUV91
SMED30031596 GLRK
SMED30031602 TWK18
SMED30031603 KLKB1
SMED30031576 DDX46
SMED30031591 ACT
SMED30031598 ZMYM1
SMED30031587 GYS
SMED30031582 UNC7
SMED30031632 NF70
SMED30031612 MASU1
SMED30031617 MCUR1
SMED30031638 KDIS
SMED30031610 GRIK5
SMED30031614 ZBED5
SMED30031642 RT24
SMED30031636 D19L3
SMED30031635 HOIL1
SMED30031634 ANKR6
SMED30031611 TMED2
SMED30031609 LNX2
SMED30031613 SGPP1
SMED30031625 COBA1
SMED30031622 F16P1
SMED30031626 LICD
SMED30031631 6PGD
SMED30031627 SCND3
SMED30031633 ENKUR
SMED30031608 SPK1
SMED30031640 STAU2
SMED30031659 hepatic
SMED30031652 MPS1
SMED30031646 RL363
SMED30031647 UFD1
SMED30031660 ABCF1
SMED30031648 POL2
SMED30031665 LRIG2
SMED30031662 ACHA7
SMED30031663 DPOE2
SMED30031671 POL
SMED30031661 DESI2
SMED30031677 TLR2
SMED30031645 GT2D2
SMED30031651 S43A3
SMED30031644 TMA7
SMED30031650 VMAT2
SMED30031684 ZBED5
SMED30031700 GT2D2
SMED30031691 TRBG
SMED30031711 MOS1T
SMED30031698 PIGM
SMED30031694 H2A
SMED30031682 GRP3
SMED30031714 DOPR4
SMED30031706 PTN23
SMED30031688 TGS1
SMED30031704 PUM2
SMED30031686 GELS1
SMED30031712 GLPK
SMED30031693 LIN37
SMED30031715 SPTCB
SMED30031699 NUD14
SMED30031690 PA2BS
SMED30031687 TRAF6
SMED30031703 AR8BA
SMED30031697 RPAC1
SMED30003213 HELQ
SMED30003225 OGFR
SMED30003210 E74EA
SMED30003228 MYO7A
SMED30003233 PCY1B
SMED30003234 CHD3
SMED30003205 RAG1
SMED30003218 FBXL2
SMED30003204 POL2
SMED30003211 TRAF6
SMED30003217 IPP
SMED30003208 ADA10
SMED30003224 CNO11
SMED30003223 PKHF2
SMED30003236 TMOD
SMED30003216 SETMR
SMED30003214 SUR1
SMED30031729 ST14
SMED30031721 RFOX1
SMED30031751 LARP1
SMED30031739 CBPE
SMED30031724 KLH10
SMED30031738 ADCY9
SMED30031727 UFD1
SMED30031716 NU107
SMED30031735 PZRN3
SMED30031742 GRIK2
SMED30031748 COAX
SMED30031731 MRC2
SMED30031722 RAI14
SMED30031745 FAAH1
SMED30031744 FOXK1
SMED30031741 MOT14
SMED30031746 TM216
SMED30031784 HMCN1
SMED30031771 ACSL4
SMED30031777 PGRP1
SMED30031754 TM216
SMED30031770 53DR
SMED30031766 PO21
SMED30031761 COMD2
